,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,203,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml,57,1.5300000000000005,1.0,57.0,-174.62105342391322,0.0,0.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_30_Social_Political_n2.gml_weighted2distribution.txt,Social,Political,118,2,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_30_Social_Political_n2.gml,65,2.5700000000000007,2.0,48.0,-81.306196204074695,0.19400000000000001,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_60_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,1629,3,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_60_Social_Political_n3.gml,378,2.2300000000000013,4.0,222.0,-637.01505964992339,0.013999999999999999,1.0,0.0,0.0,0.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_1_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,201,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_1_Biological_Tissue_n3.gml,161,1.8600000000000008,1.0,161.0,-307.60653716765086,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_1_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,201,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_1_Biological_Tissue_n3.gml,161,1.8600000000000008,1.0,161.0,-307.60653716765086,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml_weighted2distribution.txt,Social,Political,124,2,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml,66,2.7600000000000016,3.0,37.0,-72.698208542678231,0.49399999999999999,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml_weighted2_largestcompdistribution.txt,Social,Political,123,2,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml,64,2.7600000000000016,3.0,37.0,-72.698208542678231,0.46000000000000002,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml_weighted3distribution.txt,Social,Political,77,2,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml,53,2.5800000000000014,2.0,32.0,-53.645619523021928,0.80800000000000005,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml_weighted3_largestcompdistribution.txt,Social,Political,76,2,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_45_Social_Political_n2.gml,51,2.5800000000000014,2.0,32.0,-53.645619523021928,0.81799999999999984,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,494,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml,200,2.7200000000000011,5.0,69.0,-176.35071186910437,0.46600000000000003,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,493,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml,198,2.7200000000000011,5.0,69.0,-176.35071186910437,0.42699999999999999,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,252,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml,174,2.5200000000000014,2.0,93.0,-162.00744363330259,0.16200000000000001,0.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,250,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_42_Social_Political_n3.gml,170,2.5200000000000014,2.0,93.0,-162.00744363330259,0.156,0.0,0.0,1.0,0.0
C_elegans_neurons_1986_C_elegans_Metabolic_Biological_Connectome_n3.gml_multigraphsimplified_weightedsimplified_directedindistribution.txt,Biological,Connectome,2345,3,simplified,in,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/C_elegans_neurons_1986_C_elegans_Metabolic_Biological_Connectome_n3.gml,297,3.0000000000000018,10.0,79.0,-242.0123931440009,0.80500000000000005,0.0,0.0,0.0,0.0
C_elegans_neurons_1986_C_elegans_Metabolic_Biological_Connectome_n3.gml_multigraphsimplified_weightedsimplified_directedoutdistribution.txt,Biological,Connectome,2345,3,simplified,out,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/C_elegans_neurons_1986_C_elegans_Metabolic_Biological_Connectome_n3.gml,297,4.110000000000003,15.0,44.0,-125.94392146280336,0.68400000000000005,0.0,0.0,0.0,0.0
C_elegans_neurons_1986_C_elegans_Metabolic_Biological_Connectome_n3.gml_multigraphsimplified_weightedsimplified_directedtotaldistribution.txt,Biological,Connectome,2345,3,simplified,total,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/C_elegans_neurons_1986_C_elegans_Metabolic_Biological_Connectome_n3.gml,297,3.2900000000000018,18.0,90.0,-312.43305390374093,0.55800000000000005,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_12_Social_Political_n2.gml_weighted2distribution.txt,Social,Political,46,2,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_12_Social_Political_n2.gml,25,6.0100000000000042,5.0,9.0,-10.436111187734907,0.69599999999999995,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_12_Social_Political_n2.gml_weighted3distribution.txt,Social,Political,37,2,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_12_Social_Political_n2.gml,24,4.4100000000000028,4.0,10.0,-13.800086372906756,0.047,0.0,0.0,0.0,0.0
FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml_multiplextype_multigraphsimplified_weightedsimplified_directedindistribution.txt,Economic,Trade,961,3,simplified,in,0,0,sub_type,entire,/Volumes/Durodon/gmls/Economic/Trade/n3/FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml,183,2.5500000000000016,43.0,11.0,-54.495248077794798,0.29799999999999999,-1.0,0.0,-1.0,-1.0
FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml_multiplextype_multigraphsimplified_weightedsimplified_directedoutdistribution.txt,Economic,Trade,961,3,simplified,out,0,0,sub_type,entire,/Volumes/Durodon/gmls/Economic/Trade/n3/FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml,183,6.5000000000000044,9.0,44.0,-55.315199987475005,0.002,-1.0,-1.0,2.0,-1.0
FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml_multiplextype_multigraphsimplified_weightedsimplified_directedtotaldistribution.txt,Economic,Trade,961,3,simplified,total,0,0,sub_type,entire,/Volumes/Durodon/gmls/Economic/Trade/n3/FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml,183,2.080000000000001,4.0,118.0,-367.20598662529596,0.0,1.0,0.0,0.0,0.0
FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml_multiplexvalue_multigraphsimplified_weightedsimplified_directedindistribution.txt,Economic,Trade,961,3,simplified,in,0,0,sub_value,entire,/Volumes/Durodon/gmls/Economic/Trade/n3/FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml,183,2.5500000000000016,43.0,11.0,-54.495248077794798,0.26500000000000001,-1.0,0.0,-1.0,-1.0
FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml_multiplexvalue_multigraphsimplified_weightedsimplified_directedoutdistribution.txt,Economic,Trade,961,3,simplified,out,0,0,sub_value,entire,/Volumes/Durodon/gmls/Economic/Trade/n3/FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml,183,6.5000000000000044,9.0,44.0,-55.315199987475005,0.001,-1.0,-1.0,2.0,-1.0
FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml_multiplexvalue_multigraphsimplified_weightedsimplified_directedtotaldistribution.txt,Economic,Trade,961,3,simplified,total,0,0,sub_value,entire,/Volumes/Durodon/gmls/Economic/Trade/n3/FAO_Multiplex_Trade_Network_FAO_trade_network_Economic_Trade_n3.gml,183,2.080000000000001,4.0,118.0,-367.20598662529596,0.0,1.0,0.0,0.0,0.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_1_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,120,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_1_Biological_Tissue_n3.gml,108,1.9600000000000009,1.0,108.0,-184.10427763726119,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_1_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,120,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_1_Biological_Tissue_n3.gml,108,1.9600000000000009,1.0,108.0,-184.10427763726119,0.0,-1.0,-1.0,-1.0,-1.0
ISCAS89_Benchmark_Circuits__s1196_bench_Technological_Digital_Circuit_n3.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,1041,3,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n3/ISCAS89_Benchmark_Circuits__s1196_bench_Technological_Digital_Circuit_n3.gml,593,3.5900000000000025,3.0,442.0,-631.0074484436584,0.0,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,522,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml,169,2.6900000000000013,8.0,45.0,-139.08801235833928,0.51000000000000001,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,521,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml,167,2.6900000000000013,8.0,45.0,-139.08801235833928,0.48299999999999998,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,257,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml,132,2.4200000000000013,3.0,59.0,-136.19509349053342,0.90500000000000003,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,251,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_23_Social_Political_n3.gml,123,2.4000000000000008,3.0,58.0,-135.20347010020384,0.82399999999999984,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,1008,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml,373,2.0000000000000009,2.0,252.0,-623.04487592704834,0.0,1.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,519,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml,203,2.100000000000001,2.0,129.0,-295.15456422890321,0.0,1.0,1.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,441,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml,316,2.2900000000000009,1.0,316.0,-387.61851018259773,0.0,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,311,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_83_Social_Political_n3.gml,198,2.1300000000000008,1.0,198.0,-283.21641694192698,0.0,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,163,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml,80,2.890000000000001,5.0,24.0,-57.994115874589575,0.99200000000000021,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,42,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml,22,3.1000000000000014,5.0,7.0,-15.796785313964095,0.77100000000000002,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,105,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml,69,2.370000000000001,2.0,40.0,-76.301236205321985,0.90400000000000003,0.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,35,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_69_Social_Political_n3.gml,21,2.5300000000000007,2.0,17.0,-29.360630468487248,0.97299999999999998,0.0,0.0,0.0,0.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_2_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,157,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_2_Biological_Tissue_n3.gml,141,1.9500000000000008,1.0,141.0,-242.91273730370517,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_2_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,157,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_2_Biological_Tissue_n3.gml,141,1.9500000000000008,1.0,141.0,-242.91273730370517,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_78_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,1030,3,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_78_Social_Political_n3.gml,435,2.3400000000000007,4.0,90.0,-244.76024021526646,0.49199999999999999,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_78_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,808,3,w3,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_78_Social_Political_n3.gml,430,2.9000000000000017,2.0,265.0,-374.84772838512549,0.0,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_29_Social_Political_n2.gml_weighted2distribution.txt,Social,Political,88,2,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_29_Social_Political_n2.gml,44,1.7000000000000006,1.0,44.0,-103.77635911055356,0.0070000000000000001,0.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_29_Social_Political_n2.gml_weighted3distribution.txt,Social,Political,63,2,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_29_Social_Political_n2.gml,38,1.8000000000000007,1.0,38.0,-78.058302015393807,0.048000000000000001,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_29_Social_Political_n2.gml_weighted3_largestcompdistribution.txt,Social,Political,62,2,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_29_Social_Political_n2.gml,36,1.7700000000000009,1.0,36.0,-76.776364804174108,0.040000000000000001,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,420,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml,163,4.1700000000000026,11.0,26.0,-65.466478284802008,0.38500000000000001,0.0,0.0,2.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,418,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml,159,4.1700000000000026,11.0,26.0,-65.466478284802008,0.38,0.0,0.0,2.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,219,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml,132,2.9600000000000017,5.0,27.0,-63.622324095923204,0.26900000000000002,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,215,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_20_Social_Political_n3.gml,128,2.9600000000000017,5.0,27.0,-63.622324095923204,0.253,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,881,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml,311,2.3800000000000008,5.0,105.0,-306.50537536403539,0.253,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,879,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml,308,2.3800000000000008,5.0,105.0,-306.50537536403539,0.26800000000000002,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,464,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml,271,2.2900000000000009,3.0,66.0,-163.28924340392436,0.57399999999999995,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,463,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_61_Social_Political_n3.gml,269,2.2900000000000009,3.0,66.0,-163.28924340392436,0.58699999999999997,1.0,0.0,0.0,0.0
World_subways_2009_Moscow-2009_Transportation_Subway_n3.gml_multigraphsimplifieddistribution.txt,Transportation,Subway,156,3,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Transportation/Subway/n3/World_subways_2009_Moscow-2009_Transportation_Subway_n3.gml,134,3.8600000000000017,2.0,119.0,-107.28437800719826,0.001,1.0,0.0,1.0,0.0
ISCAS89_Benchmark_Circuits__s382_bench_Technological_Digital_Circuit_n3.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,333,3,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n3/ISCAS89_Benchmark_Circuits__s382_bench_Technological_Digital_Circuit_n3.gml,209,4.3000000000000025,4.0,69.0,-97.98573418428343,0.72999999999999998,0.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_89_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,164,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_89_Social_Political_n3.gml,70,1.7100000000000006,1.0,70.0,-161.94216119847937,0.078,0.0,0.0,0.0,-1.0
